family_group,family,task_id,m,n,k,config_id,block_size,num_warps,num_stages,shape_json,config_json,median_ms,effective_gbps,score,validation_error
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,10,1024,4,3,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 1024, ""num_stages"": 3, ""num_warps"": 4}",0.004832000005990267,94.94039723329506,5.332494817109915,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,11,1024,4,4,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 1024, ""num_stages"": 4, ""num_warps"": 4}",0.004832000005990267,94.94039723329506,5.332494817109915,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,12,1024,8,1,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 1024, ""num_stages"": 1, ""num_warps"": 8}",0.004832000005990267,94.94039723329506,5.332494817109915,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,13,1024,8,2,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 1024, ""num_stages"": 2, ""num_warps"": 8}",0.004832000005990267,94.94039723329506,5.332494817109915,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,14,1024,8,3,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 1024, ""num_stages"": 3, ""num_warps"": 8}",0.004832000005990267,94.94039723329506,5.332494817109915,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,15,1024,8,4,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 1024, ""num_stages"": 4, ""num_warps"": 8}",0.004832000005990267,94.94039723329506,5.332494817109915,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,16,2048,1,1,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 1}",0.005375999957323074,85.33333401074486,5.225810683699705,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,17,2048,1,2,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 1}",0.005344000179320574,85.84430849669711,5.231780809192297,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,18,2048,1,3,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 1}",0.005311999935656786,86.36144682921179,5.237786878920808,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,19,2048,1,4,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 1}",0.005311999935656786,86.36144682921179,5.237786878920808,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,20,2048,2,1,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 2}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,21,2048,2,2,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 2}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,22,2048,2,3,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 2}",0.004896000027656555,93.69934587593931,5.3193367281233055,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,23,2048,2,4,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 2}",0.004896000027656555,93.69934587593931,5.3193367281233055,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,24,2048,4,1,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 4}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,25,2048,4,2,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 4}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,26,2048,4,3,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 4}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,27,2048,4,4,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 4}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,28,2048,8,1,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 1, ""num_warps"": 8}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,29,2048,8,2,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 2, ""num_warps"": 8}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,30,2048,8,3,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 3, ""num_warps"": 8}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,31,2048,8,4,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 2048, ""num_stages"": 4, ""num_warps"": 8}",0.004863999783992767,94.31579366219029,5.325894178727654,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,32,4096,1,1,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 1}",0.005119999870657921,89.60000226348645,5.274600865192846,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,33,4096,1,2,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 1}",0.005119999870657921,89.60000226348645,5.274600865192846,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,34,4096,1,3,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 4096, ""num_stages"": 3, ""num_warps"": 1}",0.005119999870657921,89.60000226348645,5.274600865192846,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,35,4096,1,4,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 4096, ""num_stages"": 4, ""num_warps"": 1}",0.005119999870657921,89.60000226348645,5.274600865192846,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,36,4096,2,1,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 4096, ""num_stages"": 1, ""num_warps"": 2}",0.004991999827325344,91.89743907619365,5.299918682505287,0.00186920166015625
QWEN,rmsnorm,qwen05b_rmsnorm_prefill_m128_n896_seq128_ctx128,128,896,0,37,4096,2,2,"{""ctx_len"": 128, ""dtype"": ""bfloat16"", ""family"": ""rmsnorm"", ""family_group"": ""QWEN"", ""head_dim"": 64, ""hidden_size"": 896, ""intermediate_size"": 4864, ""k"": 0, ""m"": 128, ""mode"": ""prefill"", ""mode_id"": 1, ""model_id"": ""Qwen/Qwen2.5-0.5B"", ""n"": 896, ""num_attention_heads"": 14, ""num_key_value_heads"": 2, ""role"": ""rmsnorm"", ""role_id"": 1, ""seq_len"": 128}","{""block_size"": 4096, ""num_stages"": 2, ""num_warps"": 2}",0.004991999827325344,91.89743907619365,5.299918682505287,0.00186920166015625
